addressid,stateprovinceid,city,addressline2,modifieddate,rowguid,postalcode,spatiallocation,addressline1
16384,58,Beaverton,,2013-09-16 00:00:00,faad133b-4882-4e77-bea0-5cf3703a09a7,97005,E6100000010C3459EBE2C4C44640D362D8F40EAD5EC0,8323 Rock Oak Road
16385,161,Paris,,2013-12-21 10:09:29.423,03b91638-1d32-49b3-970c-d531ef2bac41,75003,E6100000010C5977D04EA76A484047D51F5788DA0240,"88, impasse Notre-Dame"
16386,7,Royal Oak,,2012-09-17 00:00:00,31dc3525-7f6c-4198-a3df-06add4ddce3a,V8X,E6100000010C68EC7057854548401BFA7CE2B5DF5EC0,2983 Birchbark Place
16387,9,Chula Vista,,2014-04-04 00:00:00,3d4233bd-de37-4486-8aa1-4221804699c7,91910,E6100000010CC7A5D915CF5340401DB3EFA8603A5DC0,9605 Reading Drive
16388,79,Yakima,,2013-12-22 00:00:00,51c90cd3-af9d-493d-b037-d38d08ec5e67,98901,E6100000010CBBD8059153594740D3DE640EF8135EC0,7174 Ravenwood
16389,79,Renton,,2013-08-18 00:00:00,3d0f809c-4b1d-4ef9-b36d-5525a3785afe,98055,E6100000010C89EBABF87FBB4740AF81F2A0868A5EC0,4051 Daylight Place
16390,50,North Sydney,,2013-08-14 00:00:00,cac2dfd5-cd92-4102-8226-c137637f100f,2055,E6100000010CAD89CBA018E640C0A74435A3DDED6240,6647 Revision Dr
16391,14,York,,2013-09-18 00:00:00,64f57972-3b66-46e9-8f7d-0ebdb3dbdfb0,Y03 4TN,E6100000010CC8478F528DFF4A40817CD68EA458F1BF,8980 Logan Court
16392,79,Seattle,,2013-11-13 00:00:00,dc88752b-a9a6-4daa-9f30-e0d9ea793a7d,98104,E6100000010C22C059DEBFC747409FEA9D6940985EC0,1874 Orchid Ct
16393,19,Darmstadt,,2014-04-07 00:00:00,7e29ad9d-d873-49b1-b0bc-c7d39ef84a3f,64283,E6100000010C61984B1F3EF348406EB92CC6304E2140,Auf der Krone 4553
16394,79,Renton,,2014-02-28 00:00:00,efb6eba8-70ec-46e6-9449-1032c10fbbf7,98055,E6100000010C744D06739AB3474019A7D0D74E8B5EC0,1661 Military Way
16395,79,Lynnwood,#65,2014-01-21 00:00:00,cce8e0c4-09e0-40af-9a0b-bab70044b52a,98036,E6100000010CED3A4A5D46E94740264380C3D2875EC0,9737 Oak Creek Ct
16396,161,Paris,,2013-12-21 10:09:29.423,3535a952-25e1-40ba-bc3f-29f2746e751d,75009,E6100000010C13CB35E2C16848400F9E0766DAAC0240,"8, rue de l´Avenir"
16397,7,Haney,,2013-10-05 00:00:00,07f7bdf2-2558-4ba1-bc58-cb686d5d3e67,V2W 1W2,E6100000010CBDA6027056994840AD58ED4845AE5EC0,9778 Concord Royale
16398,145,Roubaix,,2013-12-21 10:09:29.423,85c0da7c-df4c-48c7-b858-658a9a43c753,59100,E6100000010CF89B0B16EA524940D96AB3FB98740940,"5, rue de l´Avenir"
16399,14,Kirkby,,2011-10-12 00:00:00,706ffd44-aa56-40aa-ab5a-e8eca554257c,KB9,E6100000010CC6EEE1854FB44A40BB80CFEB361A07C0,1061 Carzino Ct
16400,77,Seaford,,2014-05-05 00:00:00,728d6e3c-000c-4d33-b7e4-8dadc4a358ac,3198,E6100000010C600A0A7BD80743C0317E6CC586246240,1861 Chinquapin Ct
16401,9,Beverly Hills,,2014-01-12 00:00:00,45687208-06e2-427e-bf3a-a5e2439d2146,90210,E6100000010CB35FF484260B41403870848AC1A35DC0,2302 Meadowbrook Dr
16402,42,Charlotte,,2013-07-14 00:00:00,3ce78bd5-61fc-484c-a652-e279f5d43420,28202,E6100000010CAB8D7454F7A041406F252E1BD52E54C0,3605 Sinclair Ave.
16403,79,Bellingham,# 13,2014-03-18 00:00:00,7ac04c1e-9c4f-4769-b2e5-3c671b93fd82,98225,E6100000010C15855D56215E4840ECCDF96CC8A45EC0,2703 Freda Dr.
16404,9,Torrance,,2011-11-06 00:00:00,99b81c81-5f37-43c4-94f1-0cc46d2a8bbb,90505,E6100000010C0315D8086DE64040ABFFDA17919F5DC0,460 Almond Avve
16405,9,Beverly Hills,,2014-05-13 00:00:00,30fdd65b-b926-4ccf-b571-2ba9ec7a7dd8,90210,E6100000010C08D467B3F708414031CEC35563985DC0,1147 Delta Way
16406,79,Port Orchard,,2013-10-29 00:00:00,7dbe8034-bb86-4afd-a0fc-b6269ae91b08,98366,E6100000010C7F54C23151C2474000496AF0C9AD5EC0,4512 M St.
16407,14,London,,2011-08-13 00:00:00,fe65b810-41eb-4309-acff-ace4a548067d,W10 6BL,E6100000010CCFCFD440DBCC49403C0E6667CCFECBBF,8539 Glaze Dr.
16408,71,Hobart,,2012-01-26 00:00:00,9ec6be08-fb2c-433e-aa4c-0ee7e209f9b8,7001,E6100000010C0EEAC309EC7245C089CA4142546D6240,1544 Quiz Street
16409,79,Seattle,,2014-03-21 00:00:00,f2ad108c-fe4c-40c3-af03-378692e703d5,98104,E6100000010C6802103AB2D24740D1D6FB6CE8A75EC0,6516 Beauer Lane
16410,145,Lille,,2013-12-21 10:09:29.423,d032cbbc-abf7-431d-939a-89098afc8689,59000,E6100000010C0839E51AFC5A4940FA9049F0B0330840,"8, rue des Berges"
16411,177,Verrieres Le Buisson,,2013-12-21 10:09:29.423,959e4475-03fd-4382-84d8-f7611c8cfc61,91370,E6100000010CECBC3F27105B48407F51866348000240,"21, avenue des Ternes"
16412,9,Berkeley,,2014-02-03 00:00:00,8710becf-922b-49c2-8629-70066a4078c9,94704,E6100000010CB227AC888FEE42403DDE7D38BF915EC0,708 Pine St
16413,50,Rhodes,#331,2013-12-01 00:00:00,b243a463-5802-446e-b746-24e1f9e22ab0,2138,E6100000010C449295FAB1EC40C08E78C49791E96240,8433 Pacifica Avenue
16414,79,Ballard,,2014-05-13 00:00:00,4c7aff29-18d5-4850-8dd5-3f2479efd8b8,98107,E6100000010C226CEDFF06D047403DAA400DBE8C5EC0,240 Crown Court
16415,9,Newport Beach,,2013-11-09 00:00:00,563d8c2e-9a36-4dc0-864f-716752da7939,92625,E6100000010CB94B066AACCB404044B11303396F5DC0,5407 Oakgrove
16416,9,Bellflower,,2014-01-14 00:00:00,427cc08b-8326-4791-a1a0-aae5cdccc9b9,90706,E6100000010CDE908B6CA0F44040067AA055998F5DC0,804 Seaview Dr.
16417,7,Victoria,,2013-06-03 00:00:00,fbbe2f53-7b34-4c62-b436-00fec40d5480,V8V,E6100000010C86303AA92A3B4840C9D77ED889D65EC0,5194 Mendouno Dr
16418,77,Geelong,,2014-05-11 00:00:00,2584ab47-6cc5-49ac-8530-f6162d203a8c,3220,E6100000010C5081EAB4111A43C08B9299AB4C086240,4494 El Campo Ct
16419,9,Coronado,,2013-07-11 00:00:00,3392e115-fa38-4a88-b8d9-abfa08620f12,92118,E6100000010C2E7700E23F5C4040D712F55E2C435DC0,3271 Norse Ct
16420,19,Frankfurt,,2012-02-29 00:00:00,a63d71a4-a312-4c96-8215-bb2dc0b6e432,60323,E6100000010C0B097CC976124940D81C6F32BB552140,Wasserstr 6
16421,9,San Gabriel,,2013-04-04 00:00:00,a58440e2-b353-482c-8c99-699f3fb712f3,91776,E6100000010CF18563BB5A0F4140C3229875837C5DC0,4593 Camino Peral
16422,9,West Covina,,2014-05-25 00:00:00,2b3223a4-0163-4558-9935-9f7dfa4ab1b7,91791,E6100000010CC100810A950641408E089220ED7C5DC0,5834 Martindale
16423,53,Berlin,,2014-02-04 00:00:00,83ef6d42-86bb-43a2-a8ce-2abdac533ecf,14197,E6100000010C8C60BF7F2C374A402533E4544F9A2A40,Kapellstr 4967
16424,14,Billericay,,2014-04-25 00:00:00,3dd708c4-3466-4469-9817-44e755bd5baf,CM11,E6100000010C0A2FB01AF9CF49408F82B22961AADA3F,9038 Ida Drive
16425,9,Grossmont,,2014-05-28 00:00:00,18be88b3-de3a-40f0-b69b-ce57b7d80300,91941,E6100000010C94139D63F46440405BDA320046465DC0,535 La Salle Street
16426,179,Drancy,,2013-12-21 10:09:29.423,b480d665-dd44-47aa-88c7-f2af97da8e8a,93700,E6100000010C13D84F3C967A4840C008D320118D0340,"668, rue des Berges"
16427,20,Paderborn,,2013-09-29 00:00:00,56a90d80-9e98-4383-b496-64280c3424bf,33041,E6100000010C00000000000000000000000000000000,Im Himmelsweg 27
16428,9,Concord,,2014-01-04 00:00:00,f5288a71-287b-47c0-b97c-645a016a5044,94519,E6100000010C3B7AC6FB4AF842402E604B77AC835EC0,8398 Kathryn Drive
16429,14,London,,2013-08-03 00:00:00,128a0cbe-f32c-40eb-86fa-d209078c9e92,W1N 9FA,E6100000010CC8A1D31B37BA4940FFE100829146C0BF,840 Charlotte Ave.
16430,14,Kirkby,,2011-11-11 00:00:00,a8aa2cd9-c85d-4a71-a10a-4b53e59d4407,KB9,E6100000010C95EF87215FC34A408BCCEB8CE82107C0,4766 Palm Ave
16431,77,Cranbourne,,2013-12-19 00:00:00,8deaad68-3513-4ead-b1e5-17b3f0efd589,3977,E6100000010C8406544A3F0F43C0DB58EB84AC2E6240,9425 Rolando Avenue
16432,14,Milton Keynes,,2012-12-02 00:00:00,09259dce-6a5a-4b4a-b14c-640e985bdcec,MK8 8ZD,E6100000010C43605FF6BA0A4A40EB1B9660FE49E7BF,1293 Silverwood Drive
16433,77,Bendigo,,2011-06-19 00:00:00,89013a8c-6db6-48ef-af7d-0d40d6d65501,3550,E6100000010C511CB6FC5F6242C03FE80FB185076240,244 Rivewview
16434,79,Seattle,,2014-02-02 00:00:00,ff818fa4-f512-4c9d-8422-c3d69ceec9be,98104,E6100000010C97B7F3AE47D047404B3269286C905EC0,962 Gonzalez Court
16435,14,Watford,Unit 1e,2014-05-21 00:00:00,1cfc5024-538a-4407-9758-cfc4b61942f0,WA3,E6100000010CB1F2F1D725D24940B4553BDA320AD9BF,494 North Spoonwood Court
16436,9,Palo Alto,,2012-07-27 00:00:00,82ceac70-c5e5-464f-a1e7-df366311bd23,94303,E6100000010C872E4CB5FCB54240EF02A167AF7F5EC0,5661 Elkwood Drive
16437,77,South Melbourne,,2013-10-06 00:00:00,a25c94f9-c835-4415-bf28-de514e446408,3205,E6100000010CD8A1D66FAAE842C058C6BAFC021B6240,4601 Sundance Drive
16438,19,Kassel,,2011-07-27 00:00:00,c49d99d8-b15b-45ac-81eb-03161173b28e,34117,E6100000010CAEB1E4B802B149407CBD17AD0D022340,Marienplatz 22225
16439,7,Port Hammond,,2013-03-01 00:00:00,a91d20e9-95d5-4e95-a9d4-8adabe2aa27e,V6B 3P7,E6100000010CBE00443BFCA048400AB6867282BA5EC0,3525 E. Watson Court
16440,9,Coronado,,2013-12-24 00:00:00,4b850618-7c06-4e95-8114-8669ae39136d,92118,E6100000010CBE699EA8695B40400FE45E00EC555DC0,6221 Steven Way
16441,14,Reading,,2013-11-02 00:00:00,b459a9d3-858d-4f6f-aabf-1acdf954e46b,RG7 5H7,E6100000010CAE31486718B6494042ACCA507AC7EEBF,4601 San Ramon Road
16442,79,Marysville,,2014-04-07 00:00:00,0d4cbbf1-b5e8-4b0b-b282-fb821843f7cb,98270,E6100000010C3673AD83AC01484093B5F4B7E7875EC0,4553 Morello Ave
16443,7,Shawnee,# 19,2011-09-21 00:00:00,c7259a34-ac9b-4ed5-b807-ba7e2d1bd939,V9B 2C3,E6100000010CA014F16D32304840142254E954E55EC0,7503 Sheffield Place
16444,9,La Jolla,,2013-07-20 00:00:00,61d30b54-57ab-4fe3-9b55-f6e76b19e1bf,92806,E6100000010C4A69D5D77FE7404029B54CC386705DC0,6088 Clark Creek Rd
16445,9,Torrance,,2014-03-06 00:00:00,82d992a6-68b7-49ab-8857-34fd71ab17e0,90505,E6100000010CCE6A3B7E59ED4040E2E824C6EE915DC0,1949 Bay Court
16446,181,Cergy,,2013-12-21 10:09:29.423,205ecb1c-d5e6-4dc4-8bc4-a24653ea1f26,95000,E6100000010CC0330235E07F48406A423F1A01820040,"2, place Beaubernard"
16447,9,Lakewood,,2014-05-21 00:00:00,a0feb37e-d3d7-4ba0-9b70-6ae239102ce2,90712,E6100000010C982AFC7A72ED40406DFBE60BC77E5DC0,7346 Lion Circle
16448,9,Burlingame,,2014-02-06 00:00:00,afb92052-b084-4d1a-8859-fcec812adf54,94010,E6100000010CCA832019A3CC424045B0C5AD48975EC0,805 Seawind Dr
16449,7,Vancouver,,2012-03-15 00:00:00,cc1b1d61-3229-4dc8-8396-1374f98bc02f,V7L 4J4,E6100000010CDD8A1EE6B3A648403696CDEF64BF5EC0,5210 Lillian Dr
16450,19,Duesseldorf,,2014-05-21 00:00:00,966d7029-8a83-48f1-9e63-005730974873,40605,E6100000010C00000000000000000000000000000000,Lützowplatz 58
16451,70,Neunkirchen,,2013-05-27 00:00:00,12981e44-09fd-4e52-a83b-6608b544e149,66578,E6100000010CB883FD305CAE4840C7778851337F1C40,Wolfgangstraße 7254
16452,79,Kirkland,,2014-01-14 00:00:00,6212a807-c220-49f1-b8b9-bc4f20d7aa88,98033,E6100000010C9057F8622AD14740FDE2464168835EC0,8922 Preston Ct
16453,7,N. Vancouver,,2012-06-25 00:00:00,fdcb5780-b2af-433a-b50a-74aa534fe2b9,V7L 4J4,E6100000010C7217EEB970A5484032FE60AB35CB5EC0,3582 Showtime Court
16454,53,Hannover,,2013-08-22 00:00:00,445cdfe0-ed4b-4325-80a8-81bcad788cf9,30601,E6100000010C00000000000000000000000000000000,Heideweg 2459
16455,161,Paris,,2013-12-21 10:09:29.423,6a118d69-57e3-4a3d-9032-6d5b25c55038,75003,E6100000010C3F97B6394975484047D51F5788DA0240,"1, place Beaubernard"
16456,9,Lincoln Acres,,2013-09-04 00:00:00,ae4f27e5-1262-4008-b222-9ff0f5aceebf,91950,E6100000010C599674E0D65240409E4937975C415DC0,205 Park Blvd.
16457,53,Solingen,,2013-11-23 00:00:00,8f702490-261b-448e-8574-cc87e9e44671,42651,E6100000010C57D881A33F9349406E4CB0DB7B611C40,Roßstr 6642
16458,79,Puyallup,,2013-07-27 00:00:00,5ed7e4ec-6275-440c-b159-530499d36fe0,98371,E6100000010CCA31EE3CAB954740441040E915895EC0,7773 Hillcrest
16459,14,Warrington,,2013-12-21 00:00:00,67b594e3-1e5e-4829-aade-2166059233bc,WA1,E6100000010C7056BCE87FBC4A40BDEF5438078704C0,1591 Apple Court
16460,66,Findon,,2013-09-27 00:00:00,513b1a46-45eb-4f24-8e49-0961e26c4535,5023,E6100000010CE117D4609F7541C0B311827460536140,6872 Sandalwood Dr.
16461,58,Corvallis,,2012-06-01 00:00:00,e2edd4fb-93dc-46d5-9240-dfbc76b8b8bc,97330,E6100000010C771D7528464E46408A6DBA4FFBCF5EC0,4650 Peachwillow
16462,58,Woodburn,,2012-05-22 00:00:00,d6699c94-c6e2-452b-89e3-3f5815c8a5aa,97071,E6100000010CBF692502648C4640A449CB831FB75EC0,2260 Discovery Bay
16463,9,Burbank,,2013-10-31 00:00:00,40418a5b-862a-4bc5-af50-a952c69cb2d7,91502,E6100000010CD6A095AE15194140245F04EB76885DC0,7421 Palisade Court
16464,131,Orleans,,2013-12-21 10:09:29.423,1308e705-d9cd-4512-9fc0-b8d3d560127f,45000,E6100000010C9121A74E71F647405C379224C28AFE3F,"7, rue de la Centenaire"
16465,58,Beaverton,,2013-07-30 00:00:00,bc8d41b3-0b1e-4456-a328-e0331c3c1876,97005,E6100000010C546A331909BC4640278DF225B4B55EC0,5736 Candle Dr.
16466,58,Lebanon,,2014-03-07 00:00:00,cdba35cb-a071-42d1-8d21-11d296a83987,97355,E6100000010C7226AB38274C4640BCED300587B85EC0,337 Forest Way
16467,77,Warrnambool,,2014-05-01 00:00:00,68a483cf-9726-48a4-8484-0fa7df02b1cc,3280,E6100000010C9AB214DA530B43C0E9A74AABABCB6140,378 Trees Drive
16468,164,Chatou,,2013-12-21 10:09:29.423,7378deb0-c518-4466-9aa9-c52d1f5ef0d4,78400,E6100000010C1A1FBF6C5E6E484014ADDAF752380140,"84, avenue des Ternes"
16469,9,Bellflower,,2014-04-15 00:00:00,778dbcbc-f7a8-4e89-8848-123929911609,90706,E6100000010CB7A9864353F3404033460AF2DD915DC0,2422 Norse Drive
16470,9,San Diego,,2013-06-19 00:00:00,8d8ecb0a-99cf-46bf-90b2-7c2e26d61861,92102,E6100000010CD82472CE6E5C4040635636CB6F505DC0,1660 Stonyhill Circle
16471,14,West Sussex,,2014-05-07 00:00:00,11e1b1c7-c1a5-4ffd-8dc0-5f92f650fce9,RH15 9UD,E6100000010C00000000000000000000000000000000,2382 Wicker Ave.
16472,9,San Carlos,,2013-04-26 00:00:00,92e41926-f91c-4dff-bca2-a58045f1752a,94070,E6100000010CCCC5FED175BB4240046851E0AF8E5EC0,2901 Ninth Avenue SW Court
16473,58,Beaverton,,2013-08-31 00:00:00,72730fe6-4e48-4be8-b36f-0ef8e855acad,97005,E6100000010C3459EBE2C4C44640B9A0D38E7CAB5EC0,6105 Brownstone Rd
16474,58,Beaverton,,2014-06-23 00:00:00,2620f7c2-b4a1-4cb3-91b3-75e7af04c3fc,97005,E6100000010CE313A6269EBC4640CF3FD15BB3AA5EC0,7600 Tulip Drive
16475,9,Glendale,,2014-05-19 00:00:00,9638ccca-d50c-49ff-b826-0daf99cffdd9,91203,E6100000010CF7F8635EEE104140DD60B2D3AC885DC0,1059 Stonewood Ct
16476,9,El Cajon,,2014-05-08 00:00:00,561da4c7-8248-4d79-9d9f-91e24bb13d4e,92020,E6100000010C4F02CDE79A664040B3E648EDA1355DC0,5464 Muy Verde Cr
16477,14,London,,2013-09-08 00:00:00,04cbe907-17dc-417e-a911-5ab9fb0c4104,SE1 8HL,E6100000010C8D69F2654DBE4940BBBFC77A36DCBABF,5760 Las Palmas
16478,79,Burien,,2014-01-04 00:00:00,8f604d5e-86ec-4ccc-97fb-dc1520291e40,98168,E6100000010CB903F47A76B74740C892A71869985EC0,1833 Benton Street
16479,20,München,,2013-04-21 00:00:00,2f8b78e5-373d-42d6-b6b4-634de3df7dba,80074,E6100000010C00000000000000000000000000000000,Moritzstr 8
16480,7,Royal Oak,,2013-07-18 00:00:00,b7468287-66f5-4a9a-83a1-64c161f43b6a,V8X,E6100000010C1E1D712F24464840FFA722E571D55EC0,3114 Arlington Way
16481,9,Daly City,,2013-11-29 00:00:00,c49dbd09-809b-4a8c-8e2b-f93d4b07b4b4,94015,E6100000010C4FE2794C19D54240F00A2CE70D9B5EC0,8027 Blue Cr
16482,14,Bracknell,,2013-11-01 00:00:00,a9d164d1-da9e-4d11-920d-fe58edce17b9,RG12 8TB,E6100000010C998651C63FB0494031243755FB3AE8BF,5866 Orange St.
16483,9,Spring Valley,,2013-12-25 00:00:00,48353da1-6261-4e30-8c31-2b3ff0e319bb,91977,E6100000010CF70E61049B634040E6AB444804475DC0,7560 Big Canyon Road
16484,19,Berlin,,2013-08-09 00:00:00,2a0798af-69bc-48a4-871f-d83eae5ebd9e,14129,E6100000010C7F0CD45D8E304A404958BC42235F2A40,Kappellweg 673
16485,50,Springwood,,2013-12-27 00:00:00,90b07d3e-a7d2-493f-be19-a4d6df197b85,2777,E6100000010CBA8F7C6F89D140C0E25C8251E3CC6240,1899 Rosey View Drive
16486,58,Beaverton,,2014-04-03 00:00:00,6cd8ff88-cb9a-4444-b9b3-efefd605c4a9,97005,E6100000010C64BD183433BD4640414FF78B46B75EC0,2131 Covington Court
16487,79,Marysville,,2013-11-24 00:00:00,9f673c2e-8bf0-4164-8c6a-4063d6dda24f,98270,E6100000010CAA8FE9EBFA054840F8B104D46E825EC0,2728 River Ash Court
16488,19,Dresden,,2014-04-12 00:00:00,d6e34979-cb9e-4ac1-bbd1-3bb2dae25c84,01071,E6100000010C00000000000000000000000000000000,Berliner Platz 94
16489,14,Gateshead,,2013-09-21 00:00:00,2a28858f-d5fb-4ff6-9364-a344a22c4ba7,GA10,E6100000010C4FB5D12262754B4030859818D6ABF9BF,2421 Norse Drive
16490,9,Los Angeles,,2014-02-06 00:00:00,47079d5e-57d5-4546-b86c-ede08be5dad3,90012,E6100000010C20B7BC1FF80341407FADE29D90845DC0,592 Woodcrest Drive
16491,79,Issaquah,,2012-04-07 00:00:00,84f84c50-89f3-4f06-945b-8bc7bcf65372,98027,E6100000010C047DE69EF6BB4740C397EF6C597C5EC0,5157 Maywood Lane
16492,7,Langley,,2012-12-15 00:00:00,881940c9-bb2c-4c42-8d4c-c1399be37db0,V3A 4R2,E6100000010C57AA4B5F4A90484056D91DDD20A55EC0,6144 Rising Dawn Way
16493,77,Melton,,2013-12-06 00:00:00,2b38e65b-1f9d-470e-9eba-af341b25d753,3337,E6100000010C88AA44B7C2C842C0B34E89C4FC176240,4428 Madhatter Circle
16494,79,Lynnwood,,2013-10-21 00:00:00,0e099ffb-c3e3-4204-bd05-97945086b409,98036,E6100000010C3ACC60218BE24740FA6F3AD6848C5EC0,9094 Reading Dr
16495,70,Frankfurt am Main,,2013-12-31 00:00:00,7f91e55c-4924-4bb2-bfd9-1a53df6af94c,60075,E6100000010C00000000000000000000000000000000,Zur Lindung 2
16496,79,Edmonds,,2014-05-30 00:00:00,d84ea8b3-98a0-4212-a848-5715bfe32551,98020,E6100000010C160A1A4760EE47401B955DB8E8905EC0,7680 Glaze Ct
16497,145,Villeneuve-d'Ascq,,2013-12-21 10:09:29.423,27c8350c-cbf6-4a0e-97cf-94ae34fe1800,59491,E6100000010CA31876DE574E4940B1E0424C98270940,"4212, rue Saint-Lazare"
16498,14,Runcorn,,2014-05-07 00:00:00,52c2b5cc-b93b-4629-a936-c0b38bc5c38d,TY31,E6100000010C013760B2BDA04A40B3C2C3EEB4AC05C0,8494 Military Way
16499,14,W. York,,2014-05-14 00:00:00,eecab136-ce20-48d2-8385-8b4635b9598e,BD1 4SJ,E6100000010CC2FB6D7AFEE14A4027FF9E58300EFCBF,9937 Las Lomas Way
16500,58,Woodburn,,2013-07-02 00:00:00,ead9bfef-7226-4019-8559-9871bd27c3ab,97071,E6100000010C90DE9ABB03914640F221E0008DB55EC0,244 Donegal Court
16501,19,Dresden,,2013-12-31 00:00:00,9eed53bb-1102-41a3-a4f9-6ef2b9946d35,01071,E6100000010C00000000000000000000000000000000,Am Gallberg 686
16502,79,Redmond,,2013-08-25 00:00:00,c3037f82-0671-468f-8255-124179d89407,98052,E6100000010C68AE2B0366CF4740A4D1A18D73845EC0,6612 Concord
16503,50,Matraville,,2013-08-13 00:00:00,9846c246-546b-49cc-9123-3680edcbe59b,2036,E6100000010C1A923BF68CF640C091AEFBCDB7E36240,9768 Glenellen Court
16504,9,San Gabriel,,2014-06-25 00:00:00,730a30d2-9b34-47a8-9329-fd0fe9249fe6,91776,E6100000010C1FD18B6FCA0F41402DEAEC6E897F5DC0,1271 Mills Place
16505,79,Renton,,2014-02-14 00:00:00,64295ab0-422a-49ee-8b7b-186061176ddb,98055,E6100000010CE7505E77ADB9474008D5D40E0A975EC0,7893 Carson Street
16506,161,Paris,,2013-12-21 10:09:29.423,f8e71a5d-b1fe-46b2-964f-fbb001d85b45,75005,E6100000010CC3BD6B657566484095D6B6DCF4C80240,"11, quai de l´ Iton"
16507,9,Palo Alto,,2013-03-24 00:00:00,9dca1d75-eadc-4dc6-80cc-6f6b1e50157a,94303,E6100000010C5AB75E13BDBB42404CAE44DD888E5EC0,2807 Charlotte Court
16508,14,Watford,,2013-09-02 00:00:00,7d6b2f4d-3e0a-45e5-a5a3-4072bb7f9df3,WA3,E6100000010C6D8C759EC6D649400D63E34CA307D9BF,2340 Jill Ave
16509,58,Lake Oswego,,2014-02-27 00:00:00,67c829d7-da26-4be3-ab23-29481953b7f8,97034,E6100000010C33B3353DA5B846408F87F86079A85EC0,163 St. John Lane
16510,19,Darmstadt,,2012-08-28 00:00:00,b7256fda-2dff-473f-889f-d2dca9b969a4,64283,E6100000010C16374CA169EF48406EB92CC6304E2140,Haberstr 39
16511,9,Imperial Beach,,2014-01-05 00:00:00,4dc68656-58d6-4159-8765-02c7d0be685c,91932,E6100000010C349F40086B494040583579DC52515DC0,5370 Belmont Rd
16512,14,London,,2012-12-25 00:00:00,6ae26d58-ef7c-4749-8f51-1fc517f4545d,W1Y 3RA,E6100000010C6B7E8081B2CA49407E06182A3C48C0BF,9838 Westchester Pl.
16513,14,Woolston,,2013-07-04 00:00:00,1982c467-5cbd-4bd8-b857-78f82e32eb33,WA1 4SY,E6100000010C2838C33C19BB4A4001C9585B5F2504C0,5495 Glendale Circle
16514,9,Colma,,2013-11-05 00:00:00,bcc89a77-79ac-4be9-aac8-f5ccede2869c,94014,E6100000010CF9A22914DAD642401DF7BB9AD2A75EC0,8066 Peach Place
16515,7,Shawnee,,2013-07-18 00:00:00,73108f9e-cee8-481c-83c3-7624c326b477,V9B 2C3,E6100000010C9A7801B26536484032FC227F48E95EC0,6398 Haviland Place
16516,9,Downey,,2012-03-17 00:00:00,5bf0212d-0cd9-41d7-8c7b-56d6de45f5a7,90241,E6100000010CCE3B272B3BF740408485D7C3848B5DC0,9348 Notre Dame Ave
16517,145,Roncq,,2013-12-21 10:09:29.423,cba8d657-569d-4858-ba93-f1be397ac096,59223,E6100000010CC6B2D290665C494036A68710F8ED0840,"570, avenue des Ternes"
16518,9,Torrance,,2014-04-18 00:00:00,c49d958e-7816-45ca-b828-b6e484c0f2e2,90505,E6100000010CBB34D00688E240406B0324D0D6A15DC0,590 Sudden Loop
16519,79,Everett,,2014-02-02 00:00:00,29bcca69-5b1e-4a05-8236-1d013c93e06b,98201,E6100000010C521D4E6DC50148401EEF0B6C408F5EC0,3794 Trees Drive
16520,177,Les Ulis,,2013-12-21 10:09:29.423,0e62f45a-2959-41de-9255-f289868595a0,91940,E6100000010C8D2503367B5948403BBB5DD2E1560140,"83, rue de Fontfroide"
16521,79,Sedro Woolley,,2013-08-17 00:00:00,0e0db780-a389-4554-aba5-4b5ff0eb7d28,98284,E6100000010C4E348F9A9C4648404C96530CA27B5EC0,5290 Pennsylvania Blvd
16522,58,Beaverton,,2013-07-10 00:00:00,0c126296-5023-4b59-8e6b-7c2aa1dc3f46,97005,E6100000010C1E37B0E054C346409BF8DD59ABAB5EC0,8748 Creekside Dr.
16523,79,Spokane,,2014-04-19 00:00:00,1c0085f8-2e79-4cd9-863c-33775a1c1ed3,99202,E6100000010C11E33AC5CFDC474042E552FDC45C5DC0,9521 Sun View Terr
16524,7,Vancouver,#19,2013-09-26 00:00:00,85ae38ef-e773-4ec2-9c45-0d8a7acae69f,V7L 4J4,E6100000010C2BCC10C303AD48404876E7E925CF5EC0,804 Skycrest Drive
16525,163,Roissy en Brie,,2013-12-21 10:09:29.423,98b3e7b7-ed32-40f3-8f4b-75aec275f717,77680,E6100000010C63FF80FF97624840D64304D29F430540,"765, rue Villedo"
16526,64,Hervey Bay,,2013-09-26 00:00:00,04918e12-2c36-45e3-87e5-754eb7053f3b,4655,E6100000010CA15CDEA0B35C39C060B0AD56DB1F6340,5717 Monterey Ave
16527,14,Oxon,,2013-11-16 00:00:00,ab57fb2d-1648-4e48-9af0-37c37c413c7c,OX16 8RS,E6100000010C00000000000000000000000000000000,3792 Westwood Ct.
16528,7,Langley,,2014-01-10 00:00:00,1fe0a572-385a-473b-80ef-133d80efc0ce,V3A 4R2,E6100000010C31E7B6ABB0944840B5C8EAAF44A85EC0,2594 Benton Street
16529,53,Solingen,,2014-03-26 00:00:00,a1f4ba85-e90b-486c-87ec-8b780f38573c,42651,E6100000010C73E9D3ACC59B49406C6268D7E5131C40,Wallstr 244
16530,9,Berkeley,,2012-01-01 00:00:00,4d2512f5-a415-4d32-a1e1-2aeb3afd3171,94704,E6100000010C67F037E250F64240C3A6A6825A9A5EC0,4035 Red Maple Ct
